**********
Day 1:
**********

12:00 PM:  CANDYCE FERET arrived at FSC Chick-fil-A and entered Order Line 1.
 9:40 PM:  ERIKA HUDAS received all items, paid $25.90, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:41 PM:  CLEMENTINA PRENATT is at the front of Order Line 2 and is now placing order.
 9:44 PM:  CLEMENTINA PRENATT received all items, paid $11.30, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 9:45 PM:  JEANE ZIEBA is at the front of Order Line 2 and is now placing order.
 9:47 PM:  JEANE ZIEBA received all items, paid $7.80, and is exiting Order Line 2 (leaving FSC Chick-fil-A).

*** Day 5:  FSC Chick-fil-A Order Report ***:

FSC Chick-fil-A Received the following orders:

Order Number:  275951
	Time Completed:   9:47 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Milkshake_Large                | $3.15      | 1          |
	Total Price:  $7.80
Order Number:  275950
	Time Completed:   9:44 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 2          |
	| Waffle_Fries_Medium            | $1.65      | 1          |
	| Chicken_Sandwich_Combo         | $5.95      | 1          |
	Total Price:  $11.30
Order Number:  275949
	Time Completed:   9:40 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 1          |
	| Milkshake_Large                | $3.15      | 3          |
	| Waffle_Fries_Large             | $1.85      | 4          |
	| Waffle_Fries_Small             | $1.55      | 1          |
	| Waffle_Fries_Small             | $1.55      | 1          |
	Total Price:  $25.90
Order Number:  275948
	Time Completed:   9:36 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 1          |
	Total Price:  $3.05
Order Number:  275947
	Time Completed:   9:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Soft_Drink_Large               | $1.85      | 3          |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	| Chicken_Sandwich               | $3.05      | 1          |
	| Nuggets_12_Piece               | $4.45      | 3          |
	Total Price:  $35.20
Order Number:  275946
	Time Completed:   9:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	Total Price:  $20.37
Order Number:  275945
	Time Completed:   9:32 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 2          |
	| Waffle_Fries_Large             | $1.85      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 4          |
	Total Price:  $27.36
Order Number:  275944
	Time Completed:   9:28 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 2          |
	| Soft_Drink_Small               | $1.35      | 2          |
	Total Price:  $19.88
Order Number:  275943
	Time Completed:   9:28 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 2          |
	Total Price:  $3.10
Order Number:  275942
	Time Completed:   9:26 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 3          |
	Total Price:  $32.96
Order Number:  275941
	Time Completed:   9:26 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 1          |
	| Nuggets_12_Piece               | $4.45      | 3          |
	Total Price:  $14.90
Order Number:  275940
	Time Completed:   9:25 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Milkshake_Small                | $2.75      | 1          |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	Total Price:  $63.17
Order Number:  275939
	Time Completed:   9:23 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Small                | $2.75      | 4          |
	| Soft_Drink_Large               | $1.85      | 2          |
	| Water_Dasani                   | $1.59      | 3          |
	| Water_Dasani                   | $1.59      | 2          |
	Total Price:  $22.65
Order Number:  275938
	Time Completed:   9:23 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 2          |
	| Chicken_Sandwich               | $3.05      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	Total Price:  $50.23
Order Number:  275937
	Time Completed:   9:19 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	| Milkshake_Large                | $3.15      | 1          |
	Total Price:  $44.80
Order Number:  275936
	Time Completed:   9:18 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 3          |
	Total Price:  $4.95
Order Number:  275935
	Time Completed:   9:18 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	Total Price:  $26.85
Order Number:  275934
	Time Completed:   9:16 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Milkshake_Small                | $2.75      | 1          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Soft_Drink_Large               | $1.85      | 2          |
	| Milkshake_Small                | $2.75      | 2          |
	Total Price:  $20.09
Order Number:  275933
	Time Completed:   9:15 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 3          |
	| Milkshake_Small                | $2.75      | 4          |
	| Nuggets_12_Piece_Combo         | $8.59      | 3          |
	Total Price:  $45.92
Order Number:  275932
	Time Completed:   9:14 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Small                | $2.75      | 4          |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 4          |
	| Waffle_Fries_Large             | $1.85      | 3          |
	| Soft_Drink_Medium              | $1.59      | 3          |
	Total Price:  $54.73
Order Number:  275931
	Time Completed:   9:11 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	| Waffle_Fries_Medium            | $1.65      | 1          |
	| Nuggets_8_Piece                | $3.05      | 4          |
	Total Price:  $22.44
Order Number:  275930
	Time Completed:   9:10 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Large                | $3.15      | 4          |
	| Nuggets_8_Piece                | $3.05      | 3          |
	| Nuggets_8_Piece                | $3.05      | 1          |
	Total Price:  $24.80
Order Number:  275929
	Time Completed:   9:08 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 3          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	| Soft_Drink_Large               | $1.85      | 1          |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Milkshake_Large                | $3.15      | 2          |
	Total Price:  $79.29
Order Number:  275928
	Time Completed:   9:07 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	| Chicken_Sandwich_Spicy         | $3.29      | 2          |
	| Soft_Drink_Medium              | $1.59      | 2          |
	Total Price:  $33.56
Order Number:  275927
	Time Completed:   9:06 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Large                | $3.15      | 1          |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	Total Price:  $15.05
Order Number:  275926
	Time Completed:   9:03 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	| Milkshake_Small                | $2.75      | 1          |
	Total Price:  $14.65
Order Number:  275925
	Time Completed:   9:02 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Milkshake_Small                | $2.75      | 2          |
	Total Price:  $10.15
Order Number:  275924
	Time Completed:   9:02 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 1          |
	| Water_Dasani                   | $1.59      | 1          |
	Total Price:  $20.68
Order Number:  275923
	Time Completed:   9:00 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 1          |
	| Water_Dasani                   | $1.59      | 4          |
	| Chicken_Sandwich               | $3.05      | 1          |
	Total Price:  $11.26
Order Number:  275922
	Time Completed:   8:59 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	Total Price:  $11.90
Order Number:  275921
	Time Completed:   8:58 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 1          |
	| Grilled_Chicken_Sandwich       | $4.39      | 4          |
	Total Price:  $20.85
Order Number:  275920
	Time Completed:   8:57 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	Total Price:  $17.85
Order Number:  275919
	Time Completed:   8:56 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Waffle_Fries_Large             | $1.85      | 2          |
	| Milkshake_Small                | $2.75      | 1          |
	| Nuggets_12_Piece               | $4.45      | 1          |
	| Waffle_Fries_Large             | $1.85      | 2          |
	Total Price:  $27.77
Order Number:  275918
	Time Completed:   8:55 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Large             | $1.85      | 4          |
	| Waffle_Fries_Large             | $1.85      | 3          |
	Total Price:  $12.95
Order Number:  275917
	Time Completed:   8:55 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	| Soft_Drink_Medium              | $1.59      | 3          |
	| Nuggets_12_Piece               | $4.45      | 4          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	Total Price:  $59.34
Order Number:  275916
	Time Completed:   8:52 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	Total Price:  $81.96
Order Number:  275915
	Time Completed:   8:50 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Chicken_Sandwich               | $3.05      | 2          |
	Total Price:  $10.75
Order Number:  275914
	Time Completed:   8:49 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 2          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 2          |
	| Soft_Drink_Large               | $1.85      | 2          |
	| Nuggets_12_Piece               | $4.45      | 4          |
	| Chicken_Sandwich               | $3.05      | 3          |
	Total Price:  $53.81
Order Number:  275913
	Time Completed:   8:48 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 1          |
	| Grilled_Chicken_Sandwich       | $4.39      | 1          |
	Total Price:  $5.98
Order Number:  275912
	Time Completed:   8:47 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 2          |
	| Chicken_Sandwich               | $3.05      | 4          |
	Total Price:  $18.30
Order Number:  275911
	Time Completed:   8:45 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Chicken_Sandwich_Spicy         | $3.29      | 3          |
	Total Price:  $33.67
Order Number:  275910
	Time Completed:   8:44 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 4          |
	| Milkshake_Small                | $2.75      | 3          |
	Total Price:  $14.85
Order Number:  275909
	Time Completed:   8:43 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Soft_Drink_Small               | $1.35      | 3          |
	| Waffle_Fries_Small             | $1.55      | 2          |
	Total Price:  $73.67
Order Number:  275908
	Time Completed:   8:42 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Large             | $1.85      | 3          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	Total Price:  $32.71
Order Number:  275907
	Time Completed:   8:41 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Nuggets_8_Piece                | $3.05      | 4          |
	| Soft_Drink_Medium              | $1.59      | 3          |
	Total Price:  $21.62
Order Number:  275906
	Time Completed:   8:38 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 1          |
	| Milkshake_Large                | $3.15      | 1          |
	| Water_Dasani                   | $1.59      | 4          |
	| Nuggets_8_Piece_Combo          | $5.95      | 4          |
	Total Price:  $36.36
Order Number:  275905
	Time Completed:   8:37 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 3          |
	Total Price:  $4.77
Order Number:  275904
	Time Completed:   8:37 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	Total Price:  $23.97
Order Number:  275903
	Time Completed:   8:35 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 2          |
	| Nuggets_12_Piece               | $4.45      | 1          |
	| Chicken_Sandwich_Spicy         | $3.29      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Chicken_Sandwich               | $3.05      | 1          |
	Total Price:  $51.04
Order Number:  275902
	Time Completed:   8:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	| Milkshake_Large                | $3.15      | 4          |
	Total Price:  $24.24
Order Number:  275901
	Time Completed:   8:33 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Large                | $3.15      | 4          |
	| Waffle_Fries_Small             | $1.55      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Nuggets_12_Piece               | $4.45      | 2          |
	Total Price:  $31.39
Order Number:  275900
	Time Completed:   8:30 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
